name,class,z,u-r,x_c,y_c,ns,r_s,q,phi,psi_11,psi_12,psi_22,psi_111,psi_112,psi_122,psi_222,rchi2,F1_fit,F2_fit,a,Q111,Q112,Q122,Q222,F1_HOLICs,F2_HOLICs,mask_flag,checkFit_flag,noisemap_masked_mean,noisemap_masked_stdv,noisemap_masked_skew,noisemap_masked_kurtosis,T,T_err,F
PGC0042607,spiral,0.001995,1.69319,0.790319893,-0.697317577,1.243846506,6.547136824,1.15162175,0.981155188,0,0,0,0.004549279,-0.001704098,-0.001019786,-0.006659813,8.219554512,0.001764746,-0.004181956,23.49833222,83.57385674,-228.1437269,-5.820317951,-491.113686,-1.97E-05,-0.002112369,0,0,0.555409139,1.298963919,2.673741851,8.745120103,6,1,0.004539062
PGC0042637,spiral,0.002021,3.8114,-1.269192447,-0.863439354,0.672899522,4.538963875,5.207597005,-0.082174461,0,0,0,0.005316089,-0.002105402,-0.002395826,0.000315009,10.30733718,0.001460131,-0.000895196,21.97684552,214.7179534,-25.35707171,0.936914775,-2.224574371,0.001984279,0.004949163,0,0,0.167513053,0.658459549,6.825672447,61.35589277,6,2,0.001712705
PGC0042647,early,0.006311,2.53492,0.426266558,1.988646724,2.340775064,0.264037756,3.038964706,1.501637441,0,0,0,-0.000392402,-0.000266335,0.000157636,0.000660334,4.027654839,-0.000117383,0.000197,25.9462523,5.555477505,19.45390477,16.31321971,168.4323288,-0.000373456,0.000212346,0,0,0.514445048,1.329910957,3.903146557,27.80133075,-2,0,0.00022932
PGC0042707,spiral,0.000991,4.02948,-3.050529398,-5.358974742,0.754087921,5.763202431,5.2025141,1.148941914,0,0,0,0.003323192,-0.00258414,0.001690317,-0.001245804,6.403882688,0.002506755,-0.001914972,31.71111811,-63.83607925,-62.20105041,15.79205754,339.3073341,0.00042233,-0.000863116,0,0,0.502219488,1.194187995,2.920561384,10.55680146,5,2,0.00315451
PGC0042709,spiral,0.01673,2.15938,0.162773652,1.542921065,1.09969615,9.363982003,1.595516301,1.127189898,0,0,0,0.000206216,-0.000173499,-0.000555255,0.00028024,1.753438915,-0.000174519,5.34E-05,31.57245147,-58.007922,-37.41910189,-48.68665378,-31.44946005,-0.000556975,0.000153419,0,0,1.001683929,1.735846861,1.212450229,-0.34660828,6,1,0.000182498
PGC0042727,spiral,0.02272,2.29252,-0.159973676,-0.9472131,0.632817626,6.400119834,4.519691256,-0.554772476,0,0,0,-0.000533054,0.000445106,0.000289433,-0.000535322,1.446584282,-0.00012181,-4.51E-05,25.24389968,50.76944917,-30.44350833,17.96077262,-10.55980917,-0.000422327,-0.00213361,0,0,0.414752894,1.145562337,2.6689423,6.305702708,5,2,0.000129894
PGC0042747,spiral,0.01069,2.05751,-0.264501931,-0.131082682,0.73016541,6.419164539,3.951401411,-0.355860159,0,0,0,-0.001825805,-0.001278068,-0.003414296,-0.008814523,1.92340343,-0.00262005,-0.005046295,26.3381034,-159.1294831,39.13480218,-13.00231757,6.183623523,-0.003051928,-0.003441208,0,0,0.340495213,0.850002442,2.734173276,8.359414594,5,2,0.005685926
PGC0042782,spiral,0.04797,1.96312,1.414048489,1.09233698,1.594663236,2.405483901,1.255220491,0.980828898,0,0,0,0.000605875,-3.62E-05,-0.002492599,0.00017736,4.289932873,-0.000943362,7.06E-05,19.1793787,-96.0860937,-93.44183438,12.63380129,-32.71008677,0.001072535,0.001652631,0,0,0.663950407,1.940191863,2.680983716,5.690204302,4,2,0.000945999
PGC0042791,spiral,0.008819,1.82853,-2.427259082,1.29794959,0.785786291,6.557189057,3.657602329,-0.946741113,0,0,0,-0.001948255,-0.001397682,0.00013685,-0.001445682,5.597842803,-0.000905703,-0.001421682,25.99522178,-372.7466076,385.4704972,-369.7823993,229.6453509,-0.001543078,-0.00098384,0,0,0.402795932,1.14945997,3.213010095,11.66018941,6,1,0.001685668
PGC0042836,spiral,0.029,2.04922,1.702651431,0.597698228,1.127081017,3.969054026,3.895136727,-0.825701632,0,0,0,-0.002984684,-0.000784567,0.002725736,0.002887962,3.334285017,-0.000129474,0.001051698,30.95007573,-175.7352708,185.6109236,-212.3854057,260.0090961,0.000648347,0.001989041,0,0,0.879458817,2.000903055,1.937936446,2.159605417,5,2,0.001059637
PGC0042847,spiral,0.008776,1.87662,-1.619791233,0.101864851,1.237107078,7.502111394,1.254796979,-1.315633066,0,0,0,0.00167252,0.000129084,0.000884775,-0.001646415,2.50374607,0.001278647,-0.000758665,31.88523568,-339.3473242,-204.7680399,40.65392888,-1257.4913,0.002157807,-0.002646382,0,0,0.922434025,1.111769306,1.025923887,1.671889495,5,0,0.001486779
PGC0042904,spiral,0.0233,2.77928,0.999999999,0.999999997,3.264608179,0.111232653,1.236544624,-1.148567547,0,0,0,-0.000701438,-0.000779582,6.36E-05,0.000530938,8.099352544,-0.000318906,-0.000124322,38.92115236,-506.398638,-131.0803484,-62.8021123,-230.8476788,0.000436995,0.00038219,0,0,0.992567602,1.46285953,1.405209198,4.048842439,5,0,0.000342282
PGC0042909,spiral,0.0239,2.28757,-0.984169068,-0.171489049,2.684191769,0.234272625,1.746920528,1.076409146,0,0,0,-0.000484989,0.000728602,0.001154313,-0.00063079,1.450668627,0.000334662,4.89E-05,31.16513795,190.5154042,71.69224486,23.84929787,-66.7845775,0.000385039,0.000156088,0,0,1.679970579,2.87614869,1.220415475,-0.11560968,4,2,0.000338217
PGC0042917,early,0.003612,2.71266,0.254289079,-0.094442815,3.735612302,0.004874254,1.736501447,0.116672017,0,0,0,-0.00035846,2.14E-05,-0.000115861,-9.48E-05,7.765823853,-0.000237161,-3.67E-05,14.74777913,18.24988917,-6.7222349,3.105938077,-12.27013344,0.000131653,-0.000308498,0,0,0.419088561,1.924635272,9.969223823,188.5803338,-3,0,0.000239981
PGC0042919,spiral,0.01585,2.18638,-1.936785918,-1.526346458,1.121009584,2.364228257,4.053579901,0.82906799,0,0,0,-0.007546801,0.003475703,-0.005839005,0.005806645,3.919134095,-0.006692903,0.004641174,20.28826446,-65.51687838,-51.57187237,-43.64571962,-33.33989876,-0.000705066,0.000954181,0,1,0.287436262,0.989007053,3.864445028,17.95708129,6,2,0.008144657
PGC0042938,spiral,0.01678,2.42677,-1.831451402,-0.848969743,1.203491061,2.306396661,4.470800876,0.409392709,0,0,0,0.002398672,-0.003601752,0.005931798,-0.014137733,3.543055782,0.004165235,-0.008869742,24.66897126,173.9851428,32.7562482,2.976217264,-8.828300163,0.00059826,-0.000711478,0,1,0.387900942,1.130644098,3.170222658,11.56377499,6,1,0.009799057
PGC0042963,early,0.04832,2.88248,-1.000000001,-1.67E-09,3.027872914,0.086583569,1.3004788,-1.180408715,0,0,0,0.002708919,0.002475322,5.46E-05,-0.002198978,1.807187784,0.001381743,0.000138172,26.02081983,140.9061593,-201.7245687,138.9504299,253.128976,0.000368375,4.60E-05,0,0,1.573429008,2.947796609,1.584572474,2.109700923,-5,0,0.001388634
PGC0043036,early,0.04846,2.9174,-1.206916614,0.380247427,4.405357379,0.001041038,1.425808266,-0.456970054,0,0,0,0.001088755,-0.000394002,0.000178466,3.09E-05,1.238573987,0.000633611,-0.000181562,16.40867661,38.55164475,-0.140233618,12.32538877,-1.638264331,0.000297088,0.000192503,0,1,0.563252703,2.024608792,3.895350256,18.35378368,-3,0,0.000659111
PGC0043064,spiral,0.0158,1.93086,-0.985617202,2.792646962,1.051655953,7.667723395,2.149352622,-1.151003701,0,0,0,0.000492832,-0.000185161,0.000409225,-0.002797158,2.055530041,0.000451028,-0.00149116,30.66318135,101.4883225,-129.6897549,228.6142097,-745.2065869,1.80E-05,-0.000410264,0,0,1.137562268,2.138965858,1.394811982,0.097924333,6,1,0.001557878
PGC0043146,early,0.003616,2.15921,0.119451284,1.272354201,2.152228535,0.497026223,2.200038417,-1.236240723,0,0,0,-0.0002372,-0.000223025,-3.32E-05,0.000183804,1.244829504,-0.000135192,-1.96E-05,27.49303546,-394.3607968,509.6405715,-867.0169579,2694.578158,-0.000262908,0.000329761,0,0,0.745632644,1.363879063,1.780520971,4.2040986,-3,0,0.000136607
PGC0043149,early,0.005237,2.09986,-1.052196829,-0.492374337,2.17286899,0.33469147,2.671063111,-1.189405717,0,0,0,-0.000724757,-0.000435684,0.000432178,-0.001204117,4.628494004,-0.000146289,-0.0008199,19.51275678,-53.33307436,142.4078611,72.59901582,-289.0168664,0.001709869,0.000861812,0,0,0.395400123,1.418095743,6.905034525,81.84404949,-2,1,0.000832849
PGC0043157,early,0.01422,2.61713,1.376594998,0.962478786,4.928382162,0.000314559,1.188829511,0.474990318,0,0,0,0.000380003,-1.79E-05,0.000115292,0.000326026,1.344076668,0.000247648,0.000154072,21.99171434,34.59412938,2.324879173,7.129531448,21.15738728,-2.13E-05,8.85E-05,0,1,0.881071525,2.330820749,3.127372166,15.60721208,-5,0,0.000291663
PGC0043185,spiral,0.03381,1.93544,2.766239542,1.756336863,1.131590685,5.206269416,2.497534193,-0.708293272,0,0,0,-0.001852131,0.002942638,0.001198503,0.000152513,2.068270943,-0.000326814,0.001547576,28.5918933,94.56112206,-74.54215718,123.8980342,-176.3771117,-0.000841751,-0.001212748,0,0,1.16855976,2.31282992,1.514450378,0.433859856,4,2,0.001581707
PGC0043186,spiral,0.00539,2.30088,-0.241102487,-0.891207762,1.140760339,11.12400835,1.27852857,1.255941372,0,0,0,-0.000215295,-0.000289052,0.00022439,-0.000643601,2.976549118,4.55E-06,-0.000466327,36.69279491,-108.1513329,-224.0451594,-51.41812965,-571.1569752,0.000125326,-6.27E-05,0,0,0.875363953,1.204814656,1.516129027,3.630361882,6,1,0.000466349
PGC0043198,spiral,0.02349,2.24129,0.62460332,0.886502736,1.14892908,1.816647379,7.33583809,-0.644832048,0,0,0,0.002134857,0.003832439,0.00199496,0.000955406,1.77874776,0.002064908,0.002393922,27.23353824,-297.780078,259.1452545,-213.476283,167.2332343,-0.00320258,-0.005112139,0,0,0.278685247,1.009830236,3.541946822,11.68315736,6,2,0.003161441
PGC0043202,early,0.009356,2.39671,0.98768149,-0.055877097,5.243511813,0.00026244,1.334702773,1.029758607,0,0,0,-0.000291522,-2.25E-05,0.000123684,-0.000877108,2.891385975,-8.39E-05,-0.000449828,32.47681855,390.4204664,-377.0494851,-168.8403309,-679.3628334,0.000104584,3.66E-05,0,0,1.832313558,3.182553281,1.400832112,1.646714518,-5,0,0.000457589
PGC0043286,spiral,0.01355,2.12644,0.203032632,0.966544355,0.808716665,10.2726356,2.099325603,-0.835741772,0,0,0,0.000358851,0.002137846,0.001135396,0.000611735,4.504952704,0.000747124,0.00137479,26.40613463,-55.92596792,59.45631773,-70.07411836,88.12485488,-0.000456001,1.12E-05,0,0,0.694749924,1.528046152,2.151169108,4.277538135,4,2,0.001564686
PGC0043331,spiral,0.002406,1.71289,-3.81E-09,-1.000000004,1.336507289,3.381778021,1.327226787,-0.819835281,0,0,0,-0.000918759,0.004736325,-0.001049162,-0.000200226,6.654988843,-0.000983961,0.002268049,18.00202762,-30.72362414,63.06343484,-22.00725584,103.1544296,0.000704079,0.000688037,0,0,0.358733807,1.072413555,3.941759883,22.15020728,5,2,0.002472292
PGC0043413,spiral,0.002175,1.47039,-0.17505082,0.202531835,0.769367795,14.69511652,1.357992848,-0.031626856,0,0,0,0.003943242,-0.00018396,0.000605951,-0.002795604,12.16459955,0.002274597,-0.001489782,25.96583284,738.408469,-118.8568277,46.21009836,-166.9144122,0.001960839,-0.000597852,0,0,0.584190908,1.312491752,2.649632822,8.198436641,6,0,0.002719052
PGC0043430,early,0.03314,2.78398,0.55417808,0.320499315,5.071119521,0.000118922,1.780032525,-1.433498189,0,0,0,-0.000797604,0.00090239,0.000258451,-9.79E-05,1.331750661,-0.000269577,0.000402226,18.38905617,-4.521746304,5.21518119,-3.83937692,42.5080175,-0.000163844,0.000159841,0,1,0.594302192,1.893179809,3.556773583,17.41809259,-3,0,0.000484208
PGC0043452,spiral,0.01607,1.94325,0.41937892,-0.385691518,0.809713392,3.337256431,6.124583979,0.955293818,0,0,0,0.00689432,-0.004070034,0.00406283,-0.00101329,2.129586056,0.005478575,-0.002541662,23.5235365,42.46551746,55.07813385,74.71952507,105.2671547,0.000236367,0.001406422,0,1,0.198808024,0.737047547,3.982320728,17.14865089,6,2,0.006039439
PGC0043656,early,0.004493,2.83001,-0.407851794,-1.110732137,4.945195025,0.000153029,1.420937987,-1.301919275,0,0,0,-0.000166451,0.000295056,-0.00105541,0.001379482,10.83207996,-0.00061093,0.000837269,21.26062159,-53.07728175,118.264985,-99.86824698,540.95733,-9.11E-05,0.000640819,0,1,0.43575697,1.29689583,8.12258478,152.474385,-2,0,0.001036463
PGC0043733,early,0.003282,2.60768,-0.949317228,-0.286511112,3.005488977,0.017929454,5.361670279,-1.043240653,0,0,0,-0.004779423,-0.004519831,-0.003611265,-0.001535797,6.129409732,-0.004195344,-0.003027814,23.64455255,267.7505743,-462.0233761,823.905623,-1522.447165,-0.00035489,-0.003273364,0,0,0.399609642,0.858480507,9.102832364,200.6938454,-2,2,0.005173835
PGC0044025,spiral,0.008396,2.37309,-0.624773383,-1.007673075,1.757782172,1.282184798,1.554130577,0.473209631,0,0,0,0.00020151,0.001655581,-0.00128541,-0.000709716,6.926054225,-0.00054195,0.000472932,18.9670641,-42.40379061,-22.71218104,-14.21488147,-49.94404117,-0.000273143,-0.001825597,0,0,0.336935503,1.060378469,4.951277749,38.71499223,4,2,0.000719288
PGC0044032,spiral,0.03465,2.37574,0.999999999,1.000000006,3.961262442,0.036018324,1.001848178,0.922450628,0,0,0,0.001154876,2.92E-05,-0.00105431,-0.000175701,4.167985192,5.03E-05,-7.32E-05,43.77451294,-463.7529644,-81.71340774,93.34642173,-159.2722653,-0.000304053,0.000107478,0,0,1.940893871,2.61722733,0.64442335,-1.43897745,5,1,8.88E-05
PGC0044254,spiral,0.00945,1.88087,-0.9455706,-1.424671586,0.966009426,3.433979041,4.440104446,0.824261235,0,0,0,0.00533732,-0.003939534,0.002151957,-0.003169419,3.705023132,0.003744639,-0.003554476,23.54741623,-94.41673837,-154.6381072,-207.7177652,-247.5505831,0.000158156,-0.001127157,0,0,0.395666107,1.150537765,3.165005002,11.36775622,4,2,0.005163005
PGC0044323,early,0.0226,2.7102,0.999999995,0.999999997,2.412198072,0.405701288,1.059447243,0.770100168,0,0,0,-0.006282771,6.62E-05,-0.001014936,0.002864507,4.777501373,-0.003648854,0.001465335,23.98773946,-1199.979931,-436.7786057,85.67307969,1079.106007,-0.001011625,0.001116772,0,0,1.010599113,1.771185028,2.114129109,10.433848,-3,0,0.003932091
PGC0044329,early,0.02102,2.70252,1.04992764,0.567162601,5.283887551,0.0001,1,1.004363262,0,0,0,0.013530728,-0.002744472,0.003754749,-0.011736715,1.539252663,0.008642738,-0.007240594,15.32389012,-1014.780451,179.8711771,-220.3935368,946.3704674,-0.006124835,0.006019014,0,0,0.522651478,1.295963229,3.236402506,21.80881887,-3,0,0.011274889
PGC0044495,spiral,0.03607,2.23441,0.787357799,0.72105386,3.647740696,0.017226122,1.351181537,-2.32447649,0,0,0,-0.004115338,0.002274694,-0.002563637,0.000451661,2.775886646,-0.003339487,0.001363177,22.78920099,-242.8591405,-27.89992919,-96.69101519,94.5681109,-0.000130578,0.000305063,0,0,0.781416924,2.01084584,2.311198087,4.126206207,4,0,0.003606997
PGC0044731,spiral,0.02772,2.47123,0.999999999,0.999999999,1.765199059,3.021495879,1.255990329,1.057025918,0,0,0,-0.000393224,-0.001842977,-0.001144851,0.000807915,3.238827935,-0.000769037,-0.000517531,31.63114283,-165.7789888,-121.7491914,-37.42156704,-355.2621875,0.000226415,-0.000669207,0,0,1.237554204,2.190093961,1.262255652,-0.184843892,4,0,0.000926961
PGC0044797,spiral,0.003201,1.44341,-3.229552941,-2.557595638,0.445045102,34.19588117,1.133796542,0.543101698,0,0,0,0.001628661,-0.001588606,0.000242988,-0.001302132,13.83156708,0.000935825,-0.001445369,33.60908807,-583.9083638,-98.67661929,92.08801355,-422.0391137,-7.91E-05,-0.000877001,0,0,1.235834709,1.87492812,1.521472724,2.698220143,4,2,0.001721876
PGC0044807,early,0.01555,2.68883,-1.951065359,-3.532871771,5.022386406,0.000120523,1.689252607,1.139956322,0,0,0,0.00101629,-0.000504991,-0.000283884,-0.000116566,2.180617145,0.000366203,-0.000310778,19.42432662,-2.685533231,-11.63721049,-5.563639136,-28.81560024,-0.000218228,-0.000298359,0,0,0.318886733,1.061389922,8.096536616,160.807646,-5,0,0.0004803
PGC0044838,spiral,0.02461,2.76976,0.737721384,1.061258025,5.355916894,0.000100952,1.944018843,1.02089206,0,0,0,-0.002172429,-0.001097843,0.001987359,-0.000396136,2.931932961,-9.25E-05,-0.000746989,29.31304838,9.308195351,-93.98888639,-99.22000052,-399.0194097,0.000412609,-0.000520303,0,1,0.734352659,1.460933294,1.999263652,6.043990009,4,0,0.000752699
PGC0044846,spiral,0.003965,1.91608,4.672900225,3.908366588,1.039170376,12.0075118,1.197656676,-1.479238232,0,0,0,-0.003374379,0.00032493,0.000870211,-0.00438558,18.59392263,-0.001252084,-0.002030325,31.01103703,-180.171249,-168.8065087,-61.66145771,-697.7702698,-0.001552026,-0.001396423,0,0,0.874000704,1.607109723,2.131259384,6.300189058,5,0,0.002385358
PGC0044867,early,0.03562,2.98323,1.495149956,0.649643821,4.552705893,0.001295432,1.317339593,-0.977052695,0,0,0,-0.002562202,-6.24E-05,0.000569438,0.000381345,1.326453282,-0.000996382,0.000159475,29.11545719,294.5344732,90.30624897,-145.488022,-88.02193678,-0.000629758,-0.000111892,0,0,0.910287023,1.700957835,2.012251352,7.535543165,-5,1,0.001009064
PGC0044913,spiral,0.03018,2.34339,1.53027876,-0.053766008,1.220520512,7.461620059,1.838689188,0.929953285,0,0,0,0.000504759,0.00039908,0.000513295,-4.83E-05,2.904003779,0.000509027,0.000175403,34.81361454,300.0687785,196.7067555,248.0031884,466.0633116,0.000277919,0.001175391,0,0,1.487427503,2.372577515,1.040777553,-0.678774435,4,2,0.0005384
PGC0044921,spiral,0.02367,2.58431,-0.481417579,1.018601496,2.250268051,0.340450344,2.986633138,-0.057817166,0,0,0,-0.001291568,0.000655948,-8.60E-05,0.00082827,3.940348256,-0.000688777,0.000742109,25.31930082,-343.9203294,-110.1291538,11.19153369,21.37521021,0.000416103,0.001062586,0,0,0.478748671,1.232397057,2.883647784,11.44338167,4,0,0.001012492
PGC0044932,spiral,0.03944,2.25958,0.268901399,-0.295919375,1.816314676,1.330466305,2.570348912,-1.169179258,0,0,0,4.94E-06,-0.000447573,9.49E-05,0.000108076,2.086549699,4.99E-05,-0.000169748,28.58285774,1.9655019,12.7158928,-21.52503072,-59.80902524,-0.001169258,-0.000199782,0,0,0.947372073,2.099935756,1.835459206,1.67118719,4,2,0.000176941
PGC0044963,spiral,0.02726,2.28025,0.563230484,0.585116828,1.390226825,5.496791504,1.423629583,0.212219657,0,0,0,-2.06E-05,0.000207165,0.000666769,0.001748515,3.174331568,0.000323077,0.00097784,30.48217633,302.8188887,87.51358542,95.67832101,157.5244905,0.000535336,0.000128578,0,0,0.887975051,1.574687611,1.403502012,0.822067015,4,0,0.00102983
PGC0045015,spiral,0.02364,2.19556,0.326447714,0.481644251,1.528759579,4.792457775,1.061937171,-2.153498119,0,0,0,6.93E-05,0.002171538,-0.001499806,-0.000432358,6.955520091,-0.000715272,0.00086959,29.12031011,-329.1176937,-90.1917288,-376.3511769,202.2977196,-0.002115154,0.000248001,0,0,0.796612344,1.491140754,1.603841576,2.096966032,5,1,0.001125966
PGC0045039,spiral,0.02381,2.03064,4.142659816,1.594747576,0.895406622,2.80784369,8.303559473,0.765243247,0,0,0,0.007804559,-0.00835597,0.008273118,-0.009478193,1.06534986,0.008038839,-0.008917081,30.8409897,-501.9250623,-472.8089284,-451.0251586,-436.3703821,-0.010012566,0.008171233,0,1,0.927500266,2.0530454,1.772020316,1.173386889,6,2,0.012005718
PGC0045085,spiral,0.02359,1.56813,1.999999994,-4.51E-11,1.40722211,5.692496402,1.122646115,0.635196096,0,0,0,0.001820752,0.001167389,-0.000314869,0.001024172,2.673385309,0.000752941,0.001095781,27.02807401,175.7004623,83.44460375,92.67693055,268.6512992,0.000694606,0.001137724,0,0,0.898450631,1.918268016,1.720704547,1.164131244,6,2,0.001329532
PGC0045145,spiral,0.03544,2.56286,3.999999997,-2.60E-08,2.330287823,0.211342825,5.019602394,-1.444478899,0,0,0,0.00305603,-0.000652331,0.001289026,0.003089834,2.645932485,0.002172528,0.001218751,30.02341445,33.84705843,92.98188333,-227.8933358,5053.654309,0.001467085,0.001025654,0,0,0.675441014,1.713545114,2.237683872,3.513918669,5,2,0.002491031
PGC0045168,spiral,0.03503,2.64602,2.383779099,-0.680798873,2.494633214,0.877927547,1,-0.639498247,0,0,0,-0.001725479,-0.002799581,-0.001478737,-0.000317738,2.707629459,-0.001602108,-0.001558659,39.95871151,-2024.600757,-390.526563,-591.9301349,-1144.030653,-0.001372872,0.000611365,0,0,2.195928933,2.932240924,0.625555593,-1.478859138,4,2,0.002235211
PGC0045196,early,0.0288,2.74254,2.357195083,-0.662384448,5.037900808,0.000225559,1.354494961,-1.314027579,0,0,0,-0.00122162,-0.000508788,-0.00033639,0.001426742,1.152814409,-0.000779005,0.000458977,25.67335012,-74.12188358,19.03192559,-10.14657343,178.5743907,-1.44E-05,3.31E-05,0,1,1.168125262,2.448562568,1.986982726,4.542276622,-5,0,0.000904162
PGC0045233,early,0.01991,2.70712,-0.357109581,0.831445538,5.089782643,0.000106878,1.533239542,-1.122897522,0,0,0,-0.00036988,-0.00066183,-0.000277303,0.001260327,1.351960814,-0.000323592,0.000299249,17.57156284,-17.85978519,5.340104589,-9.414398408,21.54598116,-0.000262265,-7.05E-07,0,1,0.37115705,1.29236734,5.845906214,70.59839109,-3,0,0.000440751
PGC0045236,early,0.01584,2.5407,0.288879378,0.504363225,3.518195037,0.016898406,1.150507932,-0.23912691,0,0,0,0.00034309,0.000158237,8.51E-05,0.00107999,2.506942479,0.000214098,0.000619113,18.54801522,10.29262938,8.177788096,4.563878193,27.39480518,0.000156915,0.000183985,0,0,0.518036429,1.772393628,5.678078191,58.19004365,-5,0,0.000655087
PGC0045261,spiral,0.05177,2.68747,-5.56E-09,-0.999999999,1.542986086,1.600739223,2.632390046,-1.195999653,0,0,0,0.001730163,0.003899838,0.000313133,0.004840921,5.143313911,0.001021648,0.004370379,21.7967352,-66.84264017,106.0420351,-196.246768,616.2105033,-0.001489538,0.002007434,0,0,0.412801394,1.151021115,3.021460661,11.99458187,4,1,0.004488205
PGC0045264,spiral,0.0362,2.72403,-3.000000003,0.999999995,2.590903301,0.34395016,1.160986998,-1.376443921,0,0,0,0.000420736,-0.000853431,-0.001170406,-0.0045756,4.476575138,-0.000374835,-0.002714515,26.66690455,43.75596848,-6.495272925,-172.7665935,-385.2792573,0.001352416,-0.000798875,0,0,1.038909744,2.154175969,1.779115551,2.145487214,4,2,0.002740273
PGC0045309,spiral,0.0248,3.0772,-1.892114113,-3.67013005,0.567641593,3.885762446,7.751666939,0.728906615,0,0,0,-0.015046274,0.015559042,-0.017420427,0.02031572,5.260526386,-0.01623335,0.017937381,23.55522548,55.08063859,37.35141249,24.23065444,14.69962565,-0.00061677,0.000880967,0,1,0.286351858,0.959231648,3.574912976,13.69395751,4,2,0.024192381
PGC0045322,spiral,0.02337,2.86798,0.03119735,-1.460555371,1.255617266,1.882620658,5.535323475,0.294904998,0,0,0,-0.001443181,0.00174428,-0.005423238,0.017216587,3.612534924,-0.00343321,0.009480434,27.26285858,-319.2048462,-50.55518793,-6.237392111,4.691111629,-0.00106552,0.002461732,0,1,0.385245498,1.133634115,3.096030246,10.67128848,5,2,0.010082934
PGC0045336,spiral,0.01604,1.98443,1.05073394,0.487580911,1.419822511,4.93694934,1.326790329,-1.611755301,0,0,0,0.001012058,0.001069585,-0.001167955,-0.000652216,3.168884775,-7.79E-05,0.000208684,27.51174096,-41.19548343,9.026827789,-20.7256536,79.83377927,-0.001401968,0.000394098,0,0,0.688234456,1.431322988,1.853290048,2.567658779,4,2,0.000222767
PGC0045362,spiral,0.03231,2.46668,0.999999995,-1.000000005,2.451841118,0.389689928,1.267678548,0.566699742,0,0,0,0.003870857,-0.001241105,0.000532341,-0.002097052,2.372588283,0.002201599,-0.001669079,23.74321033,193.8964876,-61.16353253,119.6229586,-156.7819672,0.001542203,-0.000500493,0,0,0.572642717,1.322234689,2.313414716,6.659515042,4,0,0.002762763
PGC0045457,spiral,0.02394,2.00784,2.799304387,0.518510737,1.697889897,3.205047003,1.443743022,-0.345524719,0,0,0,-0.001122971,-0.000966172,0.000238636,-0.001649183,1.216987211,-0.000442168,-0.001307678,32.26003344,-284.3493431,-114.6023421,-2.258069266,-307.7170682,0.000162422,-0.001876436,0,0,1.463168994,2.457004374,1.104424344,-0.717806954,6,0,0.001380411
PGC0045472,early,0.02779,2.76262,0.875595159,0.214872348,5.15862309,0.000157305,1.212226771,-1.104932973,0,0,0,-0.000450365,-8.02E-06,-0.000377521,-8.79E-05,1.057401457,-0.000413943,-4.80E-05,21.23141889,-16.02391426,20.85181448,-22.59537314,-35.27820685,-0.000461954,-0.00023766,0,1,0.729979731,1.987054425,2.856522313,10.4183641,-5,0,0.000416715
PGC0045480,spiral,0.01811,1.68017,-1.447656512,-1.761211646,1.110576239,7.427266241,1.248243973,-0.255175184,0,0,0,-0.00430373,0.002296096,0.001184238,0.001952858,4.594259446,-0.001559746,0.002124477,22.79589041,-145.4179506,74.95425117,-67.24344952,88.96266949,0.00047288,-0.00071052,0,0,0.632833457,1.502802968,2.242760929,4.287758092,6,2,0.002635566
PGC0045491,spiral,0.01805,1.61531,-5.625000913,0.216372031,0.478698375,7.509656501,5.124682969,-0.370536624,0,0,0,0.002980353,-0.001169241,-7.32E-05,-0.002724896,3.21420241,0.001453575,-0.001947068,26.82335567,133.990292,-53.97947118,21.71111896,-8.643610953,0.001358524,-0.000685502,0,0,0.858984939,2.11335538,2.224227775,3.605121592,6,2,0.002429805
PGC0045502,early,0.01576,2.65008,1.228359758,0.556716678,4.705512575,0.000378027,1.641486268,-1.056437067,0,0,0,-0.000663028,-0.000115957,-0.000356021,0.000223024,1.238542062,-0.000509524,5.35E-05,17.65706615,-16.7248786,1.572837055,-10.78537385,5.730586141,-0.000364736,-1.04E-05,0,1,0.577783079,1.917529311,3.919149066,23.09984369,-5,0,0.000512329
PGC0045534,spiral,0.01103,1.832,-0.136619004,1.182660786,0.918263429,2.651832217,4.911242402,-0.834513914,0,0,0,-0.007521345,-0.006884832,-0.004636612,-0.008109023,2.273714431,-0.006078978,-0.007496928,18.22472016,59.22377902,-67.77032525,77.44537244,-89.79299871,6.43E-05,-0.000272214,0,1,0.233902937,0.892083978,3.892415485,15.37926651,5,2,0.009651834
PGC0045567,spiral,0.01789,2.01125,-3.301898676,0.187930284,1.606976679,5.877669231,1.145276006,-3.311041524,0,0,0,-0.001539705,0.001394623,0.002093694,0.001537144,2.11622468,0.000276995,0.001465884,41.25409434,-1425.870856,532.9463488,-364.7266963,2202.884313,8.55E-06,0.000962835,0,0,2.795587739,3.392658826,0.408966441,-1.782120596,6,0,0.001491825
PGC0045610,spiral,0.03573,2.64019,-1.040738754,-0.53629169,0.785388412,3.459030131,4.793769037,1.208289569,0,0,0,-0.021551406,0.008572564,-0.002826061,0.008789102,2.651403856,-0.012188734,0.008680833,19.06147932,-1.545831937,-1.539877568,1.590129408,18.7155572,0.000794714,-0.002135267,0,1,0.52913287,1.580004141,2.754485521,6.095189766,6,2,0.014964026
