name,class,z,u-r,x_c,y_c,ns,r_s,q,phi,psi_11,psi_12,psi_22,psi_111,psi_112,psi_122,psi_222,rchi2,F1_fit,F2_fit,a,Q111,Q112,Q122,Q222,F1_HOLICs,F2_HOLICs,mask_flag,checkFit_flag,noisemap_masked_mean,noisemap_masked_stdv,noisemap_masked_skew,noisemap_masked_kurtosis,T,T_err,F
PGC0022322,early,0.01862,2.82018,-2.044501986,-1.21951379,4.802466986,0.000655102,1.253682354,-0.597484806,0,0,0,0.002024256,-0.000275974,0.000759595,-0.002806295,1.288403788,0.001391925,-0.001541134,33.88810321,6212.734216,-1817.836173,943.8975571,-3912.238158,0.001031156,-0.001234629,0,0,3.039939575,3.866196375,0.780671676,0.382324526,-5,0,0.002076668
PGC0022350,early,0.04284,2.89237,-1.062150214,-0.760327169,3.675230569,0.019929464,1.382444153,0.962046556,0,0,0,-2.09E-06,0.00023913,-3.35E-05,0.00018335,0.726599171,-1.78E-05,0.00021124,33.43739453,80.53239433,17.16140079,-23.64695632,124.3739116,2.80E-05,-6.11E-06,0,0,2.359353582,3.560014035,0.972307609,-0.459102724,-5,0,0.000211988
PGC0022397,early,0.02263,2.90003,2.6250739,2.530321692,3.559882465,0.022352499,1.266696158,0.026269768,0,0,0,-0.000358676,0.000168739,0.00044925,-8.09E-05,1.407976021,4.53E-05,4.39E-05,27.27281745,138.6349538,15.80425317,-157.6926339,-93.65223454,-0.000169638,-8.33E-05,0,0,1.377963285,2.73167077,2.120632153,7.070857516,-5,0,6.31E-05
PGC0022453,spiral,0.01837,2.29392,1.867421127,1.13202877,1.053650336,16.15043796,1.176372366,-1.687011006,0,0,0,-0.000109913,7.77E-05,-0.000186064,-0.000450387,3.259480626,-0.000147988,-0.000186323,41.63908949,2263.959791,1118.976722,850.7263707,4887.72213,-0.001861733,-0.001438412,0,0,2.128291582,2.272221077,0.219771691,-1.683397014,5,1,0.000237943
PGC0022565,spiral,0.01743,2.27847,-2.376538043,-0.96878846,0.888355601,9.258160465,1.813952594,1.463645486,0,0,0,0.001880035,-0.000524199,0.001305941,-0.004490727,7.75726736,0.001592988,-0.002507463,24.75894103,18.1182137,-35.8944852,-11.20038697,-402.2741991,0.00038297,-0.000376373,0,0,0.751000303,1.694526777,2.166232865,4.32338021,4,1,0.002970687
PGC0022585,early,0.0166,2.80208,-0.71353014,1.506608046,2.827344962,0.054545201,3.005668754,-0.992147017,0,0,0,0.000682595,-0.00053112,-0.000659345,-0.000800756,8.769718307,1.16E-05,-0.000665938,19.8702544,22.49166644,-23.79236501,30.17765751,-52.39008879,6.02E-05,-0.000138884,0,0,0.498745065,1.670748335,4.564876057,34.77050997,-3,0,0.000666039
PGC0022609,early,0.03231,2.8528,-0.254334747,-0.574215119,5.012550667,0.000147461,1.730115816,0.39543324,0,0,0,-0.002015155,-4.92E-05,-0.000874128,0.000944776,1.776495187,-0.001444641,0.000447801,19.44890933,-114.2698519,-16.89277441,-24.78110217,-7.38330398,-0.000319003,-0.000250007,0,1,0.550788737,1.675106272,3.697466468,22.19972001,-3,0,0.001512453
PGC0022678,spiral,0.0291,2.2742,-0.42427952,-0.123756834,1.10157296,3.262987115,4.320914644,1.302726953,0,0,0,0.00131665,-9.52E-05,0.00053607,-0.001370935,1.450280818,0.00092636,-0.000733075,26.3961642,9.111213497,8.613071648,-45.4157938,-633.3023317,0.015877258,0.001254063,0,0,0.845760672,1.646404042,1.501002536,0.511915348,6,2,0.001181331
PGC0022681,spiral,0.03122,2.76407,-1.000000066,-3.000000061,3.448777095,0.047017306,2.187185605,0.669035141,0,0,0,0.003213108,-0.001943179,-0.003398277,0.001298366,5.916233294,-9.26E-05,-0.000322407,32.12055146,8778.213067,7732.537651,7708.132073,13381.99635,0.000915276,0.002513905,0,0,0.528375863,1.145329085,2.482290219,10.41914033,4,2,0.000335437
PGC0022693,spiral,0.01673,2.24459,4.514955698,-0.518629744,0.776091161,5.0414149,5.55120425,-0.936185881,0,0,0,-0.009912593,-0.00652591,-0.004471584,-0.004312873,2.178041283,-0.007192089,-0.005419392,30.59480317,1193.597431,-1606.798799,2197.820044,-3097.758571,-0.000876072,-0.001759224,0,1,0.639348899,1.646049678,2.313675644,3.892449271,6,1,0.009005329
PGC0022698,spiral,0.02296,2.55832,1.999999984,1.999999989,2.622172169,0.136653963,3.627929153,0.553577458,0,0,0,-0.001538617,-0.000749153,0.001432292,-0.001370835,3.315383323,-5.32E-05,-0.001059994,27.54177066,-1377.359376,-836.9886862,-578.6074623,-488.0865502,-0.000853235,0.001788191,0,0,0.495351975,1.343316212,2.609988992,6.738635443,5,2,0.001061326
PGC0022752,spiral,0.02265,2.0409,2.185143848,2.091536472,1.137541518,7.876690806,1.951193669,0.424305655,0,0,0,0.001104989,0.000448479,-0.000646557,-0.001939901,2.003885711,0.000229216,-0.000745711,32.35568435,255.6433775,19.38339535,34.16631742,-35.19639362,0.001474637,-0.004010274,0,0,1.480944038,2.669833485,1.26375543,-0.356996529,6,0,0.000780144
PGC0022766,spiral,0.04147,2.41841,-0.165185512,-1.710125512,5.338021319,0.0001,1.320603476,1.080977551,0,0,0,0.00264568,-0.001624619,-0.003231268,0.000328987,2.441889652,-0.000292794,-0.000647816,24.88305748,542.0950452,-85.67525111,-160.8569598,-603.1222096,-0.000418294,-0.00050933,0,0,0.435165032,0.960881611,2.286711162,8.474615283,4,2,0.000710911
PGC0022767,early,0.01495,2.56208,-0.02510073,0.493509855,4.528798192,0.000976905,1.100218214,1.158082098,0,0,0,-0.001911902,-0.000350029,-0.000579709,0.000789584,1.389091141,-0.001245806,0.000219777,20.22155666,-180.246449,437.1249116,299.8972991,389.9874995,-0.00048658,0.001439933,0,0,0.713007442,1.893524172,3.261304485,19.08697376,-2,1,0.001265043
PGC0022772,spiral,0.02253,2.36343,0.990553843,0.322674842,0.923092448,6.67887369,2.467227315,1.394556657,0,0,0,0.003876156,-0.002578793,0.000816178,3.51E-05,2.402247601,0.002346167,-0.001271835,24.49476932,-2.273564087,-9.919129653,-12.0034085,-180.6533378,0.000541403,-0.00032768,0,0,0.677834843,1.595861515,2.155281856,3.581779182,6,2,0.00266872
PGC0022800,early,0.01757,3.06827,0.346785811,0.841887818,5.183115501,0.000177136,1.31373492,-0.866596808,0,0,0,-0.001456002,-0.00023232,0.000449032,0.00196327,1.326756914,-0.000503485,0.000865475,26.25174194,-123.9043738,56.94826609,-44.94098253,152.8412457,-0.000297064,0.000264912,0,1,1.294826458,2.756973588,1.954399746,4.083933049,-5,0,0.001001271
PGC0022802,spiral,0.02638,2.55521,-2.74E-09,-2.000000001,2.994778396,0.193338741,1.431267881,-0.899213153,0,0,0,0.001489724,-0.000779697,-0.000998379,0.002488706,3.675397817,0.000245672,0.000854504,35.71615084,-10851.51142,-5125.938794,-4702.061529,-16282.46782,-0.000406235,-0.001426527,0,0,1.08688133,1.570858158,0.953968589,0.473163757,6,1,0.000889119
PGC0022805,spiral,0.0131,1.60876,1.999999995,-2.000000005,2.312225219,1.041595702,1,-0.964376949,0,0,0,0.001022478,0.000723335,-0.000626826,-0.001812233,4.818142362,0.000197826,-0.000544449,36.44402102,-538.2195068,-278.8795556,-473.4147166,-799.0350335,-7.32E-05,-0.001214043,0,0,1.07653187,1.541761985,1.27894201,2.358163511,4,2,0.000579276
PGC0022838,early,0.01324,2.75481,0.214198662,0.561626436,4.20952327,0.002406464,1.486682971,0.587920087,0,0,0,-0.000396262,-6.69E-05,1.88E-05,0.00023489,1.809726381,-0.000188733,8.40E-05,24.47967321,63.70888763,1.720543999,-34.72805036,43.65944883,-1.71E-05,0.000209695,0,0,0.797279714,1.871566863,3.655756598,27.52263628,-5,0,0.000206574
PGC0022860,spiral,0.0174,2.49052,-0.03871981,0.638181669,1.519413785,1.733586354,2.914801464,0.277368649,0,0,0,-0.001157761,-0.001065623,0.00061926,0.002289754,4.120406041,-0.00026925,0.000612065,23.99057934,-81.4666758,-9.649221122,4.650976675,12.68516817,-0.000190431,-0.000185554,0,0,0.421582774,1.135980989,3.123886108,12.8456666,4,2,0.00066867
PGC0022883,spiral,0.01805,2.50481,-1.000000015,-2.000000007,1.436834656,2.085186649,3.602488397,0.13477386,0,0,0,-0.002489644,-0.000120168,0.001112857,-0.014764126,2.605562258,-0.000688394,-0.007442147,23.2379039,-405.1382947,-728.5500357,-118.6305578,-62.1150958,-0.001081311,-0.003111961,0,1,1.068053145,2.022559499,1.498032374,0.816249203,4,2,0.007473917
PGC0022896,spiral,0.02301,2.56058,0.999999994,6.41E-10,1.771390424,0.876093032,1.954055974,-0.23457391,0,0,0,-0.001095525,0.002703367,0.001629297,0.005095507,4.852036171,0.000266886,0.003899437,15.78132676,41.69558152,14.77401937,-1.647183173,16.14675231,0.000926549,0.002412498,0,0,0.319881032,1.207335956,3.853926578,15.61497621,4,0,0.00390856
PGC0022915,spiral,0.03164,2.238,0.999999995,1.999999995,2.856335537,0.246924934,1.388158931,0.153614031,0,0,0,-0.000477311,0.001633086,-0.001077667,-0.001401475,2.516026377,-0.000777489,0.000115806,27.55515292,-334.4545253,3.668508577,-86.54937726,10.6514322,0.000336064,0.000254281,0,0,0.713661222,1.652443396,1.933999217,1.986066779,4,0,0.000786067
PGC0022922,spiral,0.01752,2.56527,-0.298739272,-0.856011266,1.353552557,5.628791616,1.219733683,0.342878774,0,0,0,-0.004100446,-0.000776515,-0.001059078,0.006621901,15.46670881,-0.002579762,0.002922693,27.01188537,-409.9157445,-273.9715046,-317.5370703,3.704464789,-0.000395795,0.000270357,0,0,0.705957163,1.42115413,2.183163946,6.79958656,4,2,0.003898372
PGC0022957,spiral,0.01367,2.2466,2.675348294,-3.366907822,0.43723483,14.38333994,1.510295214,-0.374318145,0,0,0,-0.008866511,-0.001278169,-0.002061897,0.014913696,11.23307172,-0.005464204,0.006817764,15.94792054,661.4672085,-302.6850948,71.6759531,6.072142138,0.003179634,0.000525485,0,1,0.601256023,1.160489131,2.166442122,8.258250008,5,1,0.008737243
PGC0022958,spiral,0.01374,1.63747,5.654080359,1.081616218,1.318734421,4.265808255,1.421523347,-0.642154519,0,0,0,-0.002393335,0.000954759,-0.002532335,-0.00299653,6.289380054,-0.002462835,-0.001020885,22.06850215,-67.79501302,-19.4322562,-1.478042658,-129.4334636,0.000286563,-0.001123526,0,0,0.987256948,2.336094285,2.099031722,3.094744274,6,2,0.002666039
PGC0023017,spiral,0.02102,2.19672,1.254164842,1.908868647,0.869112991,12.69690684,1.563214739,0.632711648,0,0,0,-0.00071715,0.000665421,-0.001834106,-0.00022118,8.407624485,-0.001275628,0.000222121,29.01201036,-139.3379845,-20.15938608,-46.28781693,-31.12253364,-0.000421635,-0.000160078,0,0,0.799935686,1.514674156,1.874677932,4.0922469,4,2,0.001294822
PGC0023047,spiral,0.02673,2.55198,-1.36206057,1.188310233,5.294127139,0.000214895,1.791116227,0.57218214,0,0,0,-0.002738524,-7.30E-05,0.001454966,0.001534108,2.401336282,-0.000641779,0.000730575,35.60464394,-1316.821191,-23.49124176,-880.6923882,-1843.183916,-0.001113372,0.000458308,0,0,1.101152036,1.679329152,1.077389926,0.403788265,4,1,0.00097243
PGC0023057,spiral,0.03998,2.7232,-3.031310873,-11.87395376,0.709491829,23.16977617,1.066604515,-0.228810231,0,0,0,0.001311022,-0.001379395,-0.003382757,0.001909512,1.8434067,-0.001035868,0.000265059,31.90267403,451.2296602,470.2534005,-331.0047274,510.0760323,-0.000909779,-0.000384904,0,0,1.735722566,2.66505579,0.898866715,-1.154720123,6,2,0.001069242
PGC0023160,early,0.02719,2.86701,-1.783599527,0.349288732,2.756678633,0.246187503,1.279480692,0.21126496,0,0,0,-5.10E-05,8.61E-06,0.000276016,-0.00017432,0.886586545,0.000112507,-8.29E-05,30.6568996,-9.412336634,-27.10226139,-17.71667515,-9.644530188,6.18E-05,2.08E-06,0,0,1.64189989,2.8821217,1.384320222,0.876878784,-3,2,0.000139725
PGC0023169,spiral,0.01428,2.4979,-1.000000055,-8.40E-08,1.639968942,0.801958311,5.761447706,1.007574617,0,0,0,0.011496841,-0.006115028,0.000947663,-0.005719561,5.468123125,0.006222252,-0.005917295,26.51312922,766.7405119,977.1873484,1312.352837,1752.241447,0.002699301,-0.000280157,0,1,0.406529368,0.999568211,3.456165902,20.55185095,4,2,0.008586664
PGC0023170,spiral,0.02558,2.73188,-2.59E-09,-3.000000004,2.112563038,1.523207416,1.220762942,0.246011076,0,0,0,0.000897088,0.000765557,0.000714216,0.002021139,6.735330813,0.000805652,0.001393348,34.22224539,214.3094444,222.8950063,167.5295595,925.0874918,0.000214618,0.000283469,0,0,0.915155851,1.504026477,1.489429943,3.613862643,4,1,0.001609501
PGC0023173,spiral,0.01991,2.18984,0.803213335,1.030609499,0.835739637,10.6340573,2.408015405,0.954753581,0,0,0,-0.000985789,0.000753347,-0.000499363,-0.000633791,3.812429029,-0.000742576,5.98E-05,31.94527736,-92.28856322,-102.9274474,-131.2753008,-208.816373,-0.000768499,-0.000402026,0,0,1.09749111,2.026953322,1.426311545,0.439955812,4,1,0.000744978
PGC0023193,early,0.01382,2.66339,0.922211246,0.367968575,4.812519838,0.000100727,2.26360637,1.320513277,0,0,0,0.000268411,-0.000114667,-0.003119394,-0.002557421,1.40982482,-0.001425491,-0.001336044,12.04629014,-2.748272491,-16.89981878,-53.76091874,-102.4991792,4.53E-05,-0.000605572,0,1,0.181169188,0.8561544,6.671471243,76.74119209,-3,0,0.001953724
PGC0023232,spiral,0.01189,2.48883,0.108779526,-1.291674293,0.836536949,15.40008017,1.411287685,0.521229114,0,0,0,-0.001962898,0.000371484,0.000446737,-0.002442318,5.338427172,-0.000758081,-0.001035417,31.84743706,1839.945145,701.4522971,91.57582018,192.6682163,-0.006721947,-0.003361254,0,0,0.919374207,1.194720349,1.343111112,3.488953895,4,1,0.001283267
PGC0023313,early,0.003466,2.80248,-0.660003245,-0.38780148,3.940117235,0.001640287,2.64174318,-1.576184681,0,0,0,0.001783047,-0.000277968,0.000263925,-0.000130354,14.61552861,0.001023486,-0.000204161,15.3624636,6.762750932,-0.95235366,11.26793004,-8.575143111,0.001032662,-4.10E-05,0,0,0.236523707,1.151408441,11.34114849,249.9828103,-2,0,0.00104365
PGC0023319,spiral,0.01367,1.94483,-0.927393067,-0.472426354,1.250408607,6.992662008,1.144254789,0.794679511,0,0,0,0.003787801,0.001467826,-3.81E-05,-0.001928155,3.659834911,0.001874863,-0.000230164,26.53087354,395.2837084,-275.01945,15.31783777,-2.251015711,0.002583237,-0.002024658,0,0,0.538773584,1.09125809,1.8821858,3.250457937,6,1,0.001888938
PGC0023367,early,0.01633,2.7726,-1.000000004,-4.06E-09,2.510650608,0.166379119,2.807323355,0.036656874,0,0,0,-0.000623013,-0.000351004,-7.74E-05,-0.002041195,12.97641133,-0.000350188,-0.0011961,24.14732472,18.09690037,-14.55391342,4.351254939,-13.88143503,0.000239394,0.00150945,0,0,0.549673613,1.538107671,4.024944921,30.89886042,-2,0,0.001246309
PGC0023404,early,0.01494,2.84848,0.359259898,-0.496304984,4.4842774,0.00109004,1.372551893,-0.286830115,0,0,0,0.000459766,-0.000198724,-0.000129139,0.00039372,1.786899257,0.000165314,9.75E-05,23.82750863,-67.05320674,-195.4486591,175.1764267,-96.27620719,2.37E-05,-2.26E-05,0,0,0.725415836,1.695596275,3.232162017,21.66810483,-3,0,0.000191923
PGC0023443,spiral,0.0219,1.90331,1.150331727,0.650812093,1.516073306,2.209897199,1.636279616,-0.369991285,0,0,0,-0.000991484,-0.001364552,3.59E-05,-0.00260969,1.653689341,-0.000477792,-0.001987121,18.67264142,-76.66561818,75.3239248,-14.70570059,0.032147577,-0.000477347,-0.000647631,0,0,0.641702332,1.850012336,2.635125718,5.444491973,4,0,0.002043755
PGC0023447,spiral,0.008953,1.6508,-0.624662112,-2.264310258,1.351786234,2.334593279,2.807480099,1.395671733,0,0,0,-0.003152015,0.002597484,-0.001014362,0.000573229,3.687190657,-0.002083189,0.001585357,22.55260968,1.340690364,17.4536995,34.63699091,266.6426055,6.06E-05,0.000300077,0,0,0.46904055,1.322103829,3.644351613,18.07699826,4,2,0.002617829
PGC0023498,early,0.006861,2.79371,1.441493134,-0.271701121,3.598609292,0.010164856,1.891262004,0.252113152,0,0,0,-2.97E-05,-4.36E-05,-0.000195787,0.000503364,1.864613094,-0.000112721,0.000229875,20.05486538,-9.959284701,3.774007488,0.494298676,6.475105079,-1.71E-05,2.35E-05,0,0,0.489148545,1.580794218,5.856249848,64.65559188,-3,0,0.000256024
PGC0023501,spiral,0.01291,2.1726,0.039328142,0.109515674,0.943587546,12.16846976,1.239185633,0.75206844,0,0,0,0.000200725,-0.000125618,-0.001050663,-0.000952658,2.272279367,-0.000424969,-0.000539138,28.37660428,714.1560433,-332.0200299,391.2149088,103.2740341,-0.000169683,0.000250967,0,0,0.643684443,1.034379027,1.649820981,3.320585757,6,0,0.00068649
PGC0023504,spiral,0.01329,7.15138,-0.817224596,-0.849552684,0.851101098,14.04047206,1.4952036,-0.427608698,0,0,0,-0.001185903,0.001046951,-0.001262859,0.000950381,3.55629222,-0.001224381,0.000998666,30.85746274,-27.52305482,-419.6994995,205.639826,-225.0310637,-0.00161867,0.001621812,0,0,1.1445327,1.44634694,0.820685199,0.0041873,4,0,0.001580014
PGC0023513,spiral,0.01979,1.77564,0.927228507,1.124624749,1.256328089,5.983187093,1.939233418,-0.650429287,0,0,0,0.001287924,0.002745948,0.00128014,-0.001935377,1.815781521,0.001284032,0.000405285,30.80188741,326.0789802,-128.715755,136.6029507,-129.2536147,0.001229964,-0.003060626,0,0,1.040768792,1.974018456,1.402730048,0.073766026,6,2,0.001346475
PGC0023522,spiral,0.006875,2.55055,0.355689696,0.212833955,1.041371311,8.9392374,1.537770731,-1.568028562,0,0,0,-0.001562541,-0.000406982,0.000436474,-2.35E-05,2.453324451,-0.000563034,-0.000215256,28.48776836,-539.0430051,1.994591396,-657.9405526,-1657.240322,-0.0023987,0.001773844,0,0,0.690650314,1.069807882,2.02202305,6.673063738,6,0,0.000602778
PGC0023552,early,0.01716,2.5176,0.737735247,0.385631061,3.171260807,0.032122777,1.820325137,-1.518066726,0,0,0,0.000845144,0.000178337,-8.58E-05,-0.001066048,1.812373743,0.000379666,-0.000443856,18.85526772,-7.834553392,-1.19492642,0.025550978,-15.01417314,-0.00021425,0.000100474,0,0,0.521846536,1.618609503,3.958147179,24.72471938,-3,0,0.000584084
PGC0023598,spiral,0.02497,2.22294,1.634769117,0.441381456,1.666619546,4.808157675,1.03345206,-0.309535885,0,0,0,-0.000520408,-0.001496057,6.13E-05,0.000802783,1.170943205,-0.000229558,-0.000346637,36.33613172,-82.04644972,-23.62955024,-77.30312253,-126.8974925,-0.000441994,-6.10E-06,0,0,1.870687464,2.75826084,0.81140214,-1.299892936,6,0,0.000415757
PGC0023662,spiral,0.01494,1.75987,2.259378502,-1.117020235,1.122078834,5.145642278,2.697850367,-1.030205837,0,0,0,-0.01278021,-0.003665249,-0.004753839,-0.001679192,2.20158829,-0.008767024,-0.002672221,29.53141232,-587.3444182,545.8737834,-695.5253598,883.6616333,-0.004457055,-1.60E-05,0,1,1.229788268,2.350361791,1.424164551,0.146617094,5,1,0.009165232
PGC0023673,early,0.02012,2.64004,0.757980278,1.919748599,5.092833294,0.000146716,1.583549386,-0.792228967,0,0,0,0.00205197,-0.001284674,0.000329243,-0.002163876,1.101827825,0.001190606,-0.001724275,20.20596524,140.5948747,-52.66713947,37.59288558,-114.1161273,0.000381933,-0.000125891,0,1,0.821858195,2.340888369,2.926890931,10.2783916,-3,0,0.002095392
PGC0023684,spiral,0.02834,1.74257,-0.522875672,-1.2427568,0.743930314,5.434655751,4.201512218,1.094596088,0,0,0,0.015066851,-0.002468973,0.002921457,0.003418365,1.957868886,0.008994154,0.000474696,23.23732497,-26.48996708,-45.04264433,11.27279213,313.2549806,0.002989869,0.003410064,0,1,0.545963186,1.387779718,2.336331221,4.277047521,5,2,0.009006672
PGC0023701,early,0.006825,2.80233,0.579641577,-0.146802542,5.104950925,0.000106606,1.255651925,-0.630904262,0,0,0,0.000584229,2.86E-05,-9.20E-05,-0.00031806,2.683677823,0.000246119,-0.000144711,16.3346649,30.65599618,-4.609717295,8.155968922,-5.343445195,0.000290995,-5.64E-05,0,1,0.406466998,1.591913267,7.412972184,110.0171507,-5,0,0.00028551
PGC0023705,spiral,0.01846,3.16626,-1.07E-09,-1.000000004,2.455631743,0.308125778,2.611166851,1.183117968,0,0,0,-0.000284206,0.000256602,-0.001267932,0.007292663,8.150920612,-0.000776069,0.003774632,27.98901046,270.0644924,-324.1992793,-593.4395855,-3862.651898,-0.002032249,0.000908623,0,0,0.399484001,0.96887073,3.269440393,18.59086122,4,1,0.003853587
PGC0023725,spiral,0.01444,2.4498,-1.968342269,-2.135360043,2.431157157,0.614733082,1.248224834,-1.523859183,0,0,0,0.007661193,-0.005070502,0.000812844,-0.00046512,7.736103213,0.004237019,-0.002767811,35.30998947,-753.7995699,1797.586229,-309.2060807,1477.833722,0.002470179,0.00053867,0,0,0.712149106,0.999503429,1.972479798,12.87667848,6,1,0.005060939
PGC0023812,spiral,0.02588,2.2046,1.000000003,0.999999993,1.350473997,4.246912897,2.281772428,-1.493752386,0,0,0,-0.001805105,-0.000283693,-0.000423432,-0.000383433,1.597804002,-0.001114268,-0.000333563,30.43298963,-50.12501526,-7.610928021,-24.30816454,-474.2855205,-0.000240793,-0.000341073,0,0,1.352811402,2.654018408,1.479092828,0.275876791,4,2,0.001163124
PGC0023834,early,0.005828,0.9333,5.104320429,19.94108064,2.727794768,0.131272567,1.766884937,0.379120437,0,0,0,0.002089879,-0.003480682,0.001699713,0.005996184,3.344322978,0.001894796,0.001257751,22.16319366,412.90312,158.3185545,48.29105512,24.67582009,0.000323449,-0.000880061,0,0,1.236598243,2.947363622,2.20106406,4.11086675,-6,0,0.002274245
PGC0023843,spiral,0.02406,2.22282,2.646810503,0.5780795,1.104974455,3.480510206,3.634013063,-0.863207525,0,0,0,0.007985738,0.005407213,0.003738496,0.005792935,3.257682115,0.005862117,0.005600074,25.05950021,-105.5799599,174.5588096,-195.3277796,194.7665386,0.00035451,0.000612416,0,1,0.588333048,1.528061576,2.401340768,4.665786613,5,2,0.008107111
PGC0023878,spiral,0.02005,2.24586,10.12187176,11.74867305,0.376238405,6.981161013,3.826783552,0.94620976,0,0,0,-0.013125297,-0.002425218,-0.015970529,0.005970036,175.8531887,-0.014547913,0.001772409,16.62369922,0.018098009,0.267691453,0.852116459,2.675287156,0.003282343,-0.012033514,0,1,0.355534111,1.569991278,8.56549212,222.9406603,6,2,0.014655484
PGC0023880,spiral,0.01697,1.90294,0.999999997,-7.43E-10,2.1369878,1.519663161,1.364456693,-0.216224351,0,0,0,-0.00147458,-0.000861025,0.00032673,0.002517016,1.798981593,-0.000573925,0.000827995,39.25629243,-5684.355973,668.2222257,-789.7131382,1259.006663,4.55E-05,0.003193963,0,0,2.84540193,3.589121871,0.47926686,-1.741582116,6,0,0.001007455
PGC0023936,spiral,0.01825,1.83711,0.56374789,0.838578613,1.075326608,11.74257319,1.014861855,0.204245691,0,0,0,0.004224652,0.000165041,-0.000263748,-0.000908633,2.928185659,0.001980452,-0.000371796,30.22554414,-859.2721128,136.8527352,-269.4411854,767.2062148,0.000397606,0.000389402,0,0,0.7132333,1.17697432,1.337678262,0.862654017,5,1,0.002015049
PGC0023978,spiral,0.01755,2.07286,3.192222647,1.62452564,1.07218769,3.408245576,4.518361763,0.344016616,0,0,0,-0.000635973,-0.000359758,0.00119454,-0.007215902,2.867191841,0.000279284,-0.00378783,29.26269053,-343.9093435,-54.92589126,-25.31414167,-29.88662731,0.002838109,-0.007199272,0,0,0.421095602,1.01195799,2.318433377,4.951061396,5,2,0.003798112
PGC0023996,spiral,0.01666,2.30099,-0.570244732,0.723612009,0.941400661,5.162201688,3.125003767,-0.751114886,0,0,0,0.002049019,-0.002814766,-0.003580775,-0.008903206,4.893617728,-0.000765878,-0.005858986,24.01605242,81.78412494,42.79963059,-112.6266369,107.4923183,0.000824597,-0.004022376,0,0,0.543444378,1.349212568,2.379291469,5.113162516,4,2,0.005908831
PGC0023998,spiral,0.00693,1.04853,-0.179683664,-1.060994297,0.825947373,20.93166059,1.063184246,4.986132547,0,0,0,0.000848713,0.000204251,0.001228438,-0.002716927,5.942909637,0.001038576,-0.001256338,35.88783167,788.431436,-147.5819928,296.6464882,213.0770276,0.001395819,-0.001361879,0,0,1.268041143,1.355049377,0.624309068,0.535421231,6,0,0.001630038
PGC0024002,early,0.02523,2.80223,-1.151989132,-3.061183378,4.12280656,0.0035664,1.88176262,1.313903619,0,0,0,-0.000254567,-0.000160877,0.000173006,0.001553974,1.008186868,-4.08E-05,0.000696548,29.91059199,-465.4150776,-209.4374208,-168.9442425,-694.8912096,-0.000311681,0.000126805,0,0,0.987362039,1.787354389,1.695929156,4.162293065,-2,0,0.000697741
PGC0024082,spiral,0.04496,2.66825,0.322591809,0.519732637,1.786641663,1.321634742,2.592894671,-0.221778877,0,0,0,-0.001989201,-0.000323601,-0.000287596,-0.002161536,3.209058066,-0.001138398,-0.001242569,27.05696084,-535.8786473,66.42612778,-41.26555066,-2.386639334,-0.000185823,0.00147689,0,0,0.958284756,2.256234639,2.002502983,2.342579206,4,2,0.001685209
PGC0024235,spiral,0.01159,2.97362,2.34E-09,-1.56E-09,1.867732126,1.265794117,1.755701265,-0.87596846,0,0,0,0.000374963,0.000639571,0.001164568,0.000371101,7.135708021,0.000769766,0.000505336,23.80605461,-40.91632475,28.70589998,18.21315489,32.8541063,0.000539961,0.000358551,0,0,0.433716832,1.170293795,4.030879124,26.83933613,5,1,0.000920817
PGC0024299,spiral,0.02561,2.10247,1.408782704,2.266185125,1.079089285,6.065584234,2.702120524,-1.25498253,0,0,0,0.006119912,0.001535924,0.000306823,0.000137278,4.133402488,0.003213368,0.000836601,30.70179977,47.44330044,-65.7776024,127.9441303,-335.9821433,5.56E-05,-0.001513793,0,0,0.989233237,1.891629283,1.571863199,1.162709144,4,2,0.003320487
PGC0024348,spiral,0.02639,2.19604,1.434285247,-0.411433118,0.760992549,14.44713595,1.884622059,0.323312216,0,0,0,-0.000996055,0.000389038,0.001141684,-0.001948567,3.232920839,7.28E-05,-0.000779765,31.31547243,-106.3902986,-31.54541495,-4.15488813,-8.269789607,-3.33E-05,-0.000368887,0,0,1.279515106,2.264724246,1.253441803,-0.273534529,5,0,0.000783157
PGC0024399,spiral,0.04011,2.38878,2.038405469,-0.623535467,1.028911592,4.596803251,3.505888911,0.357301763,0,0,0,0.001049953,-0.001025048,-0.000893191,0.001605246,3.207128648,7.84E-05,0.000290099,27.17986869,-18.54646856,-10.6202171,-3.121803175,-6.628631938,-0.000561504,0.000126211,0,0,0.74669102,1.824533163,2.143305781,3.081040193,4,1,0.000300501
PGC0024423,spiral,0.01699,1.82724,1.249155986,1.406843999,1.395903056,6.92710992,1.454499512,-0.072355474,0,0,0,-0.002570048,-0.000130223,0.000309666,-0.001875095,1.328885101,-0.001130191,-0.001002659,37.29835564,-1185.153058,-128.9942651,-177.1173873,-200.0693584,0.000517123,-0.001437794,0,0,2.134785379,2.999645122,0.702203163,-1.484911429,5,0,0.001510846
PGC0024428,spiral,0.03706,2.39382,2.91685053,1.118868234,3.156476333,0.023614172,3.634725629,0.580898682,0,0,0,-0.002756001,0.001608136,-0.000818673,0.00110304,1.270563367,-0.001787337,0.001355588,21.75875872,-171.8462456,-77.87777031,-45.88507898,-15.35917631,-0.001858179,0.00102279,0,0,0.364805891,1.159695867,3.066972336,8.797457632,5,2,0.002243255
