name,class,z,u-r,x_c,y_c,ns,r_s,q,phi,psi_11,psi_12,psi_22,psi_111,psi_112,psi_122,psi_222,rchi2,F1_fit,F2_fit,a,Q111,Q112,Q122,Q222,F1_HOLICs,F2_HOLICs,mask_flag,checkFit_flag,noisemap_masked_mean,noisemap_masked_stdv,noisemap_masked_skew,noisemap_masked_kurtosis
COSMOS_5463,spiral,2.165,1.49,-1.807524136,-2.124329117,0.907573067,2.497206956,2.028714333,-1.102203548,0,0,0,0.007976062,0.018138015,0.002758969,0.007041056,0.379376927,0.005367516,0.012589535,8.357160131,-44.23121552,19.89704723,9.617626579,68.46360164,0.00338489,0.017164218,0,1,0.000212927,0.00084281,3.723413026,11.94428332
COSMOS_5641,early,0.209,2.34,-1.849027839,-2.216982022,2.137027818,0.401216244,1.17558806,0.961679885,0,0,0,0.001060837,-0.000615613,0.00263066,-0.002743347,0.629802913,0.001845749,-0.00167948,11.34107895,8.961588783,-43.02246869,4.166340261,-27.99177881,0.000753626,-0.001692981,0,0,0.000301246,0.000893391,2.639938441,5.008657402
COSMOS_5624,spiral,1.525,1.94,-2.227088534,-1.310305623,1.301129988,1.327130481,1.282460935,-0.818855662,0,0,0,0.011673871,-0.004187366,0.001320002,-0.002991699,0.392868755,0.006496936,-0.003589533,7.142536937,37.85964823,12.24440813,8.17641795,14.4114367,0.008717489,0.005201989,0,0,0.000122447,0.000580804,4.540874516,18.66204611
COSMOS_5705,spiral,1.8102,1.95,-2.263375537,-2.852891232,2.708475017,0.13902212,1.133243203,-0.432422168,0,0,0,-0.002646054,0.001034943,0.001875646,-0.015523347,0.368501522,-0.000385204,-0.007244202,10.38356699,-26.78081073,-0.756884988,-23.19987394,-25.57197795,-0.002606808,-0.001840916,0,0,0.000213949,0.000842606,3.708998198,11.86466073
COSMOS_6326,early,0.509,2.38,-1.539662462,1.089153929,1.867542978,0.886241166,1.571968499,-0.776172961,0,0,0,-0.004332262,-0.000788899,-0.000469679,-0.007305396,0.708461498,-0.00240097,-0.004047147,16.64587817,-45.9341983,-87.23319124,114.1816582,-206.1607004,-3.58E-05,-0.001206535,0,0,0.000900117,0.001728115,1.420224096,0.071980261
COSMOS_5831,spiral,0.226,1.47,-0.266547884,-2.428649633,1.14939576,3.389598837,1.185493205,-0.048996253,0,0,0,-0.015369418,0.001938871,0.002448137,0.009864491,0.439884418,-0.00646064,0.005901681,11.74330245,-45.36467047,-15.76579422,1.958388493,-9.478447862,-0.000855088,-0.000619364,0,0,0.000310688,0.000897714,2.55150465,4.537330285
COSMOS_5876,spiral,1.18,0.98,-1.571926475,-3.527963209,0.919362825,2.300138797,1.431966226,-1.009076084,0,0,0,0.025458882,0.012433932,-0.007182187,0.007903822,0.364799258,0.009138347,0.010168877,6.138519588,-14.02406299,11.17737639,-10.70879805,17.60813116,-0.005377019,0.013094292,0,1,0.000102997,0.000593234,5.611252255,29.64262764
COSMOS_6235,spiral,0.421,0.52,-1.12904128,-1.008094622,1.458761715,0.850626248,1.729162787,-1.064634667,0,0,0,-0.021517628,0.029569218,0.011594599,0.002672906,0.48968592,-0.004961514,0.016121062,8.071906676,-50.67439398,25.40189951,21.61549122,-4.381128558,0.003756853,0.008438501,0,1,0.000169487,0.00075906,4.277361099,16.40726424
COSMOS_6226,spiral,0.9999,0.94,-1.602571691,-1.888850875,0.822709966,2.398265568,1.84150076,-1.265554939,0,0,0,-0.016698719,-0.003800189,0.007271934,-0.003274965,0.454252283,-0.004713393,-0.003537577,6.643951534,3.415775828,-6.134946107,8.46006111,-8.800435415,0.001173992,-0.002070254,0,0,0.000134296,0.000675904,4.856826845,21.71062287
COSMOS_6533,spiral,2.152,2.24,0.657433274,1.265901752,0.719578511,4.736592211,2.939683492,1.051600925,0,0,0,-0.025160529,0.003667085,-0.006543637,-0.00334825,0.465678644,-0.015852083,0.000159418,14.23220918,-238.2619734,-76.5659548,-96.61326796,-114.6246851,-0.006918289,-0.002624239,0,1,0.000481915,0.001115429,1.898328574,1.648467796
COSMOS_6546,spiral,0.508,0.86,-0.774303038,-0.637501903,0.53346956,3.01572045,1.553962194,-0.067035621,0,0,0,-0.037593111,-0.002115765,-0.022583895,-0.024277845,0.439867949,-0.030088503,-0.013196805,5.449210278,-13.29413033,-4.635029384,-4.705986658,-25.85798566,-0.006786386,-0.014931215,0,1,9.09E-05,0.000559378,6.011478701,34.25891521
COSMOS_6611,spiral,0.4,1.01,-1.506108765,0.147154797,1.281050606,1.145761803,2.192587561,0.706024765,0,0,0,-0.00791934,-0.012672513,0.001154476,-0.00709742,0.440163648,-0.003382432,-0.009884967,8.503309854,-57.66750897,-11.87831027,16.6525087,86.23856749,-0.000853395,0.007396584,0,1,0.000155031,0.000617615,3.747489352,12.10661214
COSMOS_6950,early,0.33,1.37,-2.458642156,-1.641826563,1.376484655,1.003029337,1.175843392,-1.399569493,0,0,0,0.029346612,0.002897129,0.003579426,-0.02827116,0.831811137,0.016463019,-0.012687015,6.613352608,-6.088061673,0.526184318,-7.54719446,-7.133710882,-0.003004312,-0.001542505,0,1,9.38E-05,0.000508272,5.245431675,25.57347797
COSMOS_6908,spiral,2.7341,0.8,-1.243221675,-0.511971674,0.83196227,1.910702727,2.070575268,-0.071174881,0,0,0,-0.008859072,-0.025142674,-0.008095678,-0.053798564,0.364920186,-0.008477375,-0.039470619,6.788239007,-46.46529552,-2.064905217,-13.73316735,-12.79485648,-0.008635295,-0.018477958,0,1,0.00011422,0.000634743,5.406348361,27.40669431
COSMOS_7304,spiral,1.51,1.93,-1.822066523,-1.881726834,2.045973987,0.817969069,1.293315591,0.495554265,0,0,0,0.000413921,0.007020683,0.003163565,-0.001497786,0.453980849,0.001788743,0.002761449,13.5042853,297.3222728,-61.13057795,109.001725,-355.0394298,0.008699175,-0.00656868,0,0,0.000485633,0.001229224,2.151548903,2.676879421
COSMOS_7125,spiral,0.497,0.61,-1.563978689,-1.13265855,1.315457248,0.97736721,1.497742063,1.149814349,0,0,0,0.027074694,0.006948228,0.017622644,-0.039986231,0.42003357,0.022348669,-0.016519002,5.514977504,0.680627661,-6.342396794,-0.704076705,-3.885147242,0.006808561,-0.007441633,0,1,0.000124388,0.000776614,6.142652966,36.20960739
COSMOS_7166,spiral,1.72,0.68,-1.75046786,-1.176718256,0.992900734,1.79911213,1.080217941,-0.267533124,0,0,0,0.009686478,0.029364283,0.007312913,0.001195071,0.378005329,0.008499695,0.015279677,5.119053243,-1.871902115,-0.231154101,0.315888115,-4.539992154,-0.001222625,-0.002581618,0,1,7.81E-05,0.000515741,6.470976705,40.02113661
COSMOS_7285,spiral,1.183,0.68,-1.2686841,-2.745747541,0.508045482,7.200429716,2.464898689,-1.050262098,0,0,0,0.008946536,0.007617986,0.005149122,0.019208578,0.36757428,0.007047829,0.013413282,13.98382998,-2.587758305,5.829997898,8.06552574,562.1548757,-0.001729381,-2.28E-05,0,1,0.000739972,0.001427943,1.423112948,0.05531285
COSMOS_7280,spiral,3.85,0.74,-0.523771597,-0.350686582,0.703473551,4.468297496,2.554302016,-0.504113597,0,0,0,-0.007858295,0.005279333,-0.016211862,-0.037076057,0.407752179,-0.012035079,-0.015898362,12.08752709,-121.0041832,150.8330084,-131.9592635,-318.4970772,-0.008255538,-0.014843951,0,1,0.000391354,0.001050392,2.325011593,3.448891453
COSMOS_7650,early,0.35,2.21,-1.89171796,-1.832917019,2.741264307,0.074804504,1.166027651,1.333929934,0,0,0,0.007524949,-5.55E-05,0.003215692,-0.005572948,0.690841013,0.005370321,-0.002814249,10.82125073,-10.68679496,0.740259463,4.604660693,-1.459331411,-0.000164787,-4.23E-05,0,0,0.000451593,0.001443231,2.936437034,6.824567325
COSMOS_7371,spiral,0.6536,0.95,-1.447415282,-1.325467151,0.676595268,3.287932801,1.237728536,2.063041303,0,0,0,0.034467875,-0.010231492,-0.010020364,-0.037118395,0.438231063,0.012223755,-0.023674944,7.09309056,-40.82415935,5.912193884,-2.600780764,74.76407073,-0.012222337,0.00963234,0,1,0.000158633,0.000738866,4.461867888,18.00399281
COSMOS_7362,spiral,0.42,1.11,-1.945552486,-2.340550084,0.906023571,3.065082858,1.33660901,0.946985474,0,0,0,0.005700434,-0.001620911,0.013431009,-0.002984234,0.381754795,0.009565721,-0.002302572,7.185277183,-2.826279334,10.88970068,10.21857204,-0.283103228,0.001616296,0.002483497,0,1,0.000134415,0.000680787,4.892668604,22.07627472
COSMOS_7408,spiral,3.03,0.74,-1.269268469,-4.607795563,0.930315652,1.82894726,1.594475322,1.084165882,0,0,0,-0.015052273,-0.001386065,0.002369371,0.036490513,0.407427083,-0.006341451,0.017552224,6.349099685,-8.312489361,18.13745597,16.45590127,93.48953055,-0.010291885,0.018280129,0,1,0.000121365,0.00063918,5.099985407,24.1467948
COSMOS_7399,spiral,1.7012,0.68,-1.589883573,-0.565497061,0.864631629,2.415131214,1.261847474,-0.535931593,0,0,0,0.00566765,0.016448473,0.002887175,-0.000962286,0.386151483,0.004277413,0.007743094,5.720199165,15.80082392,0.737946815,1.82707646,-6.05312545,0.007707469,-0.002711239,0,1,7.61E-05,0.000476483,6.112022739,35.41279051
COSMOS_7621,early,0.887,1.98,-1.533414648,-2.845572771,1.553756132,1.095559016,1.181578668,1.017319782,0,0,0,0.011641715,-0.000358079,-0.011368567,0.026428975,0.552288755,0.000136574,0.013035448,9.654877136,-1.305973191,2.371471398,-54.74828669,131.5833152,-0.002739971,0.005683066,0,1,0.000261391,0.000928571,3.298465835,8.998307293
COSMOS_7731,early,1.438,2.15,-1.853568745,-0.698477774,2.282008951,0.27180505,1.154527638,0.937746509,0,0,0,-0.00150523,-0.001559276,0.000334931,-0.006256082,1.464007241,-0.000585149,-0.003907679,14.01151676,-67.23894605,-52.12257919,-0.497400967,-104.934023,-0.000496707,-0.001329292,0,0,0.000451429,0.001053556,1.911993601,1.674813442
COSMOS_7857,early,2.6323,2.36,-1.363423327,-1.235247243,1.87367625,0.554749233,1.400375889,-1.165205195,0,0,0,0.005838954,0.002338498,0.002722648,-0.002671981,1.24830027,0.004280801,-0.000166742,10.61841735,-8.49216198,-5.619905902,1.196805663,-1.023634904,-0.000299391,-0.000177972,0,0,0.000330574,0.001033272,2.820914567,6.013772443
COSMOS_7728,spiral,0.596,0.85,-2.399630157,-1.664759071,0.531476893,4.863094103,1.449375993,0.804135793,0,0,0,-0.028478737,-0.002637125,-0.00355998,0.000783181,0.389787725,-0.016019359,-0.000926972,7.193878101,-49.00983791,-21.49032876,11.47056278,4.053313756,-0.006655906,-0.004920921,0,1,0.000159302,0.000731074,4.392957,17.41069762
COSMOS_7882,early,0.54,2.15,-0.986961825,-1.778090652,2.480824921,0.163229199,1.285324633,-0.262290311,0,0,0,0.000720053,0.00205416,0.003079532,-0.004450833,0.645592748,0.001899792,-0.001198337,12.14418292,-18.62052324,4.615218163,-42.82324548,27.72830284,-0.001036277,0.000576877,0,0,0.000468546,0.001333555,2.514892072,4.396119793
COSMOS_7927,spiral,1.169,2.19,-1.879987139,-3.314081157,1.777280852,0.812293511,1.704717282,1.435261839,0,0,0,-0.014817402,-0.000591598,0.005892495,0.012861362,0.352027814,-0.004462453,0.006134882,11.3892963,1.957140873,60.28283429,57.03389268,76.99770837,0.000732499,0.003499397,0,0,0.000317753,0.001023304,2.92714183,6.633255972
COSMOS_7999,spiral,0.677,1.09,-4.363048707,-2.191565682,0.836010398,5.17048847,1.556978211,-0.130647032,0,0,0,0.041148738,-0.004022484,-0.001134489,0.020335598,0.328850341,0.020007124,0.008156557,11.52850892,114.1452411,-49.52645486,-12.78477279,131.7012019,0.002792482,0.008325632,0,1,0.000252655,0.000923884,3.405278925,9.693695029
COSMOS_8298,early,0.851,1.95,-1.283412547,-1.730403294,1.638250634,0.825808671,1.217806977,1.384485211,0,0,0,0.011566659,0.00040447,0.002491187,-0.018407237,0.466149629,0.007028923,-0.009001384,8.490169128,13.97124566,-5.411865301,-3.183206379,15.24121334,0.001129112,0.000653149,0,0,0.000148232,0.000636161,4.072546065,14.65022901
COSMOS_8330,spiral,0.66,0.86,-1.053201132,-3.105463731,1.096056001,1.917330964,3.023901342,-0.569385241,0,0,0,-0.01006197,0.014828309,0.006358796,-0.021056619,0.358437883,-0.001851587,-0.003114155,11.68216859,-261.3838376,123.0685549,18.94331928,-91.02719134,0.024345291,0.026951714,0,1,0.000258318,0.000836978,2.942192413,6.69618329
COSMOS_8375,early,0.93,1.69,-1.547206157,-1.000682561,0.964921312,1.778873585,1.603092279,-1.727755117,0,0,0,0.065536768,-0.00264644,-0.005941816,0.013913808,0.351780984,0.029797476,0.005633684,6.803805329,18.52485045,41.97368823,-45.52036431,64.53910639,-0.000974887,0.022916791,0,1,0.000139569,0.000697018,4.817664122,21.34130924
COSMOS_9058,spiral,0.5,0.95,-0.759584829,-1.124278501,2.41943237,0.137554781,1.994715212,0.37315399,0,0,0,-0.011288711,-0.000462054,-0.003073656,0.030148147,0.38116575,-0.007181183,0.014843046,10.6290135,18.03859596,-83.31453686,27.80361226,18.83323085,0.003367124,0.001211154,0,1,0.000310833,0.000997608,2.908533275,6.501564198
COSMOS_9209,spiral,2.14,1.11,-1.095130938,-0.568963594,2.179732227,0.884969528,1.282939657,0.895736364,0,0,0,-0.002343272,0.003212987,0.004309147,0.007802027,0.376437145,0.000982937,0.005507507,20.0059927,-516.6669486,324.9738919,-452.912249,749.5970783,-0.00445255,0.005192779,0,0,0.001232281,0.002156752,1.206436177,-0.473052224
COSMOS_9127,spiral,1.548,1.4,-2.027972236,-2.625968044,0.667573226,3.679426505,1.674951774,-1.355583314,0,0,0,0.035524957,-0.006128182,0.004961328,0.036900038,0.342623311,0.020243142,0.015385928,18.90517857,-77.1686955,-506.0281536,1195.306745,-3055.36577,0.024115224,0.004856156,0,1,0.000768505,0.001813431,1.969258311,1.983414412
COSMOS_9157,spiral,1.413,1.19,-1.716746373,-1.221157548,1.202512816,1.533716774,1.820679852,-0.459382665,0,0,0,0.005620791,0.006000057,0.007066987,0.009043488,0.436143497,0.006343889,0.007521773,7.814995088,47.42631057,-18.15428591,2.680635989,-2.02815773,0.004013854,-0.001791313,0,1,0.000142351,0.000657417,4.418969387,17.61392797
COSMOS_9222,spiral,1.225,0.66,-0.75300731,-3.699426081,0.909823808,4.475504557,1.436965421,0.022548992,0,0,0,-0.028054995,0.023002882,-0.000254185,0.017276546,0.341445633,-0.01415459,0.020139714,9.802818915,-35.62685139,31.2156227,8.998032135,40.0877328,0.000558059,0.007977107,0,1,0.000137825,0.00060974,4.213060662,15.8227967
COSMOS_9409,spiral,0.86,1.13,-0.432666806,-1.752365401,0.593371262,5.276042586,2.876822638,-0.421312006,0,0,0,-0.008845978,0.006599878,-0.006968021,-0.02351684,0.344083856,-0.007906999,-0.008458481,13.74934879,-322.1867418,169.5538505,-34.45976782,61.95094364,-0.00139899,0.014036818,0,1,0.000475066,0.001210782,2.166132327,2.722802431
COSMOS_9441,spiral,3.21,1.32,-3.782880525,-3.751439599,0.637388673,3.628804542,3.115516588,0.851968476,0,0,0,0.007541123,0.002594141,0.003447789,0.021798382,0.331361245,0.005494456,0.012196261,11.43837013,63.32573449,70.78936949,91.91252054,201.4433874,0.005865901,0.006538953,0,1,0.000318789,0.000969523,2.722580268,5.448186743
COSMOS_9592,early,0.195,2.28,-1.040846639,-1.100025242,1.346545421,0.969691115,1.799286699,0.493885159,0,0,0,0.00549921,-0.003091353,0.010681546,-0.016430641,1.389889661,0.008090378,-0.009760997,7.132942096,3.839858195,-1.051956529,-0.054661395,0.532221477,0.000583681,-1.68E-05,0,1,0.000154046,0.000723497,4.495832934,18.27490164
COSMOS_9582,spiral,1.917,1.15,4.875825716,-5.098616036,0.616750803,8.246284341,1.436645393,-0.056722265,0,0,0,-0.022358375,0.004315122,-0.002236219,0.025801284,0.465875077,-0.012297297,0.015058203,13.31003027,-50.56392405,-284.6738317,170.6902405,232.006363,0.021316898,-0.012209894,0,1,0.000423388,0.000989944,1.921957212,1.727166939
COSMOS_9610,spiral,0.641,1.14,-3.169870462,-1.428747866,0.765421184,3.590017921,2.152528824,-0.738589344,0,0,0,0.00820859,0.004013809,0.004288768,-0.0035692,0.453971749,0.006248679,0.000222304,9.792248636,39.78983901,-13.56087281,25.91860398,-11.16688617,0.002984317,-0.000432714,0,0,0.000273249,0.000941136,3.165330259,8.063600762
COSMOS_9832,spiral,0.53,2.3,-1.727168702,-3.287707278,1.215330891,4.013755872,2.495298408,0.131442342,0,0,0,0.001585485,0.00113718,-0.000405574,0.013938145,0.399808255,0.000589956,0.007537662,23.43146227,-763.0626042,-131.7492658,-246.8302639,652.0201993,1.94E-06,0.015357435,0,0,0.001962233,0.002460298,0.497278056,-1.652018457
COSMOS_9755,spiral,3.041,1.66,-0.317775596,-3.348477244,0.688155438,4.39651678,1.784201749,-1.082148643,0,0,0,-0.012017802,0.001980151,-0.004688198,-0.001333021,0.351810376,-0.008353,0.000323565,9.072639344,17.1767676,17.12740155,0.650372173,-42.32437371,0.004591124,-0.001111975,0,0,0.000220863,0.000820974,3.466969298,10.09854355
COSMOS_9703,spiral,0.69,0.63,-2.051997974,-2.279920836,0.810425718,2.739336513,1.072591492,-0.691435568,0,0,0,-0.021827969,-0.005577491,0.033886968,0.01059116,0.39709273,0.006029499,0.002506834,5.778387854,-19.80052286,-1.29018721,7.578336614,6.393134975,-0.003365781,0.002965941,0,1,0.000104061,0.000602601,5.632684001,29.81830786
COSMOS_10122,early,1.25,2.21,-0.983277188,-1.473107671,2.835002212,0.074692539,1.476638627,1.713738976,0,0,0,-0.005631666,-0.003243272,-0.006714221,0.006006513,1.035918094,-0.006172943,0.00138162,15.92726506,75.17722034,-165.0958886,-55.58348688,48.09926269,0.000229508,-0.000619355,0,0,0.000848417,0.001842253,1.764403634,1.26849028
COSMOS_9785,spiral,2.85,0.82,-0.734972241,0.674343228,0.809125008,3.317459418,1.692848681,0.850201559,0,0,0,-0.017547059,0.000273687,-0.02216473,0.001556975,0.328761955,-0.019855894,0.000915331,7.714523521,20.5688353,-4.981418246,-40.37517097,-53.15418549,0.002080103,-0.005186751,0,1,0.000151674,0.000657881,4.121577301,15.055559
COSMOS_9863,spiral,1.4045,1.06,-3.253356744,-2.885447815,0.826991653,4.218570998,2.148512495,-1.4463204,0,0,0,0.026139718,-0.003818023,-0.00028444,0.005428655,0.388667897,0.012927639,0.000805316,12.25758456,-125.8507048,-99.13987904,7.665031216,-102.7247651,-0.004650099,-0.004046863,0,1,0.000327167,0.000912083,2.436226715,3.958319942
COSMOS_10100,early,0.7411,2.18,-1.714848919,-1.070362259,1.670313417,2.269874768,1.179969144,-0.095251871,0,0,0,0.002497791,-0.000693859,0.000136899,-0.001782966,0.613933154,0.001317345,-0.001238412,19.55056553,99.05106549,-133.6632044,-56.06973246,-341.6100826,0.000173405,-0.001490376,0,0,0.001187923,0.001668311,0.704776172,-1.475509591
COSMOS_10088,early,1.947,2.37,-2.32614743,-0.846728224,1.464463327,1.340592005,1.035022333,-0.067784701,0,0,0,-0.000432336,0.000858213,0.001226077,-0.002538623,0.893166221,0.000396871,-0.000840205,8.833755876,-32.28864364,-13.98578286,-5.868229362,-21.30622455,-0.002048273,-0.001893473,0,0,0.000210205,0.000747272,3.281963691,8.804567925
COSMOS_10031,spiral,0.61,1.08,-1.72783253,-1.127814205,0.997191524,2.124032285,3.365991335,0.918346957,0,0,0,0.005844598,0.005179275,-0.013779932,-0.007164677,0.340538121,-0.003967667,-0.000992701,11.97593924,-161.5576081,-231.5489754,-320.5472374,-584.4725997,0.030052382,-0.017449708,0,1,0.000255128,0.000877613,3.172607209,8.157873378
COSMOS_10082,spiral,0.28,0.88,-0.206670786,-0.706079751,1.140325843,2.375259287,1.432293276,0.892768056,0,0,0,-0.036850721,0.003262852,0.002626555,-0.027267694,0.320725866,-0.017112083,-0.012002421,13.15459662,-246.3902774,102.5902426,70.07482621,-2.75765321,-0.000153565,-0.001231932,0,1,0.000434831,0.001035725,1.97257183,1.921524383
COSMOS_10774,early,1.604,2.24,-2.565195924,-1.918376439,1.145774605,5.91601138,1.112447023,-0.834072518,0,0,0,-0.000170539,0.000386443,0.000663914,-6.19E-05,0.610646973,0.000246688,0.000162259,18.81923148,129.8157208,0.042622303,18.70495447,48.87350218,0.000510208,0.0001495,0,0,0.001616766,0.002720062,1.183427672,-0.300928643
COSMOS_10320,spiral,1.68,1.59,-1.503865173,-1.835285419,1.224794915,1.919772168,1.358425309,-0.608230004,0,0,0,-0.023735549,0.007669388,0.00121096,0.021395845,0.307985373,-0.011262295,0.014532616,8.151979274,-31.83239394,28.36149615,-13.47702257,-2.108403692,-0.005400236,0.003246263,0,1,0.000121403,0.000576162,4.543491609,18.68566572
COSMOS_10629,early,0.686,2.33,-2.418037529,-0.924574872,2.085155549,0.443439055,1.29094584,0.3534552,0,0,0,0.000592832,-0.002752664,0.002026768,-0.004897969,0.430106078,0.0013098,-0.003825317,10.92391385,-33.10842552,-8.331053069,11.42137795,6.826385648,-0.000438671,-0.000129766,0,0,0.000332805,0.001032045,2.796189339,5.880763549
COSMOS_10611,spiral,0.4821,1.42,-2.060623641,-1.645333833,0.53514834,15.6234648,1.047621838,-0.819108494,0,0,0,0.000692139,-0.000797346,0.001250191,0.001961989,0.376659888,0.000971165,0.000582321,16.02553795,77.34877034,4.22214743,171.5721363,-190.1112452,0.007575682,-0.006929635,0,0,0.00081856,0.001493931,1.288839127,-0.309498854
COSMOS_10612,spiral,0.873,1.33,-2.202446143,-2.673975727,0.490884419,10.82924449,1.156475971,-1.41345497,0,0,0,0.018568274,0.004491964,-0.00241276,0.00391441,0.400589183,0.008077757,0.004203187,13.17255654,147.1037007,5.469598132,-18.00462922,3.63905836,0.003063668,0.000386771,0,1,0.000512836,0.001253535,2.049086613,2.239824887
COSMOS_10622,early,1.623,1.44,-2.086497846,-2.026754827,1.238452666,1.359872067,1.638302306,-0.117801891,0,0,0,-0.001696946,0.013490697,0.000184761,-0.012470016,0.627348662,-0.000756092,0.000510341,7.547764375,-16.70827001,8.718771868,-2.335916279,-20.01065339,-0.001743575,-0.002960898,0,0,0.000184868,0.000867733,4.508952078,18.47868615
COSMOS_10924,spiral,2.241,1.01,-2.413392807,-2.735033815,2.438838658,0.164837489,1.527857504,-0.218165599,0,0,0,-0.01359322,-0.009225318,0.012393121,0.041138695,0.496002193,-0.000600049,0.015956689,11.51179662,-94.17077814,-37.21152588,90.00660128,274.1401188,0.000710904,0.008698265,0,1,0.000283379,0.000856528,2.700624367,5.324451339
COSMOS_11115,early,0.96,2.04,-4.3394235,-1.792113289,2.114687696,0.67186289,1,-1.734819391,0,0,0,0.021660167,0.000806857,-0.001968849,-0.00356699,0.692388955,0.009845659,-0.001380066,19.44152792,654.9109396,170.3135652,72.2050773,-126.7426544,0.001946495,-0.009460114,0,0,0.000902695,0.001403668,0.926179171,-1.11029942
COSMOS_11087,spiral,0.89,1.54,0.075115838,-2.487524845,0.712310084,4.923004859,1.916828609,-0.208279183,0,0,0,-0.006384746,-0.001018763,-0.008270113,-0.004100788,0.391910559,-0.00732743,-0.002559776,11.06298916,-12.10486142,-24.2213027,76.00123105,135.0209378,0.003504737,0.013871628,0,0,0.000357596,0.001072033,2.678399615,5.223570981
COSMOS_11161,spiral,1.335,1.39,-2.515404689,-3.448371798,0.602515105,7.563358209,1.726531225,1.094204713,0,0,0,-0.003781799,0.005348249,-0.000190703,0.004492276,0.356475374,-0.001986251,0.004920263,12.83108297,32.44983831,24.42621845,9.021662479,-251.4600281,0.0063829,-0.006186403,0,0,0.000412115,0.001017282,2.071989306,2.31899521
COSMOS_11186,spiral,1.428,0.77,0.626632536,-3.932719418,0.453818993,4.590006138,1.175788087,-1.65411529,0,0,0,-0.019145426,0.019558633,-0.006720116,0.045163075,0.433276626,-0.012932771,0.032360854,6.281130286,1.901640328,6.07504488,-7.352450786,34.15149447,0.001318983,0.01216355,0,1,0.000121936,0.000652264,5.196205133,25.20279163
COSMOS_11155,spiral,0.729,1.09,-0.375880738,-1.437418303,0.891841483,2.359528874,1.853598923,0.525540164,0,0,0,-0.016948994,-0.000822335,0.004301478,-0.015476554,0.381025388,-0.006323758,-0.008149445,7.181937061,5.957592447,11.31494697,11.73305924,13.00406815,0.002258218,0.003406266,0,0,0.000158428,0.000737013,4.460029103,18.01080186
COSMOS_11333,spiral,0.328,1.16,-0.143919049,-2.424944837,0.425114156,6.048462962,2.833547336,-1.571738896,0,0,0,-0.03843637,0.007788442,0.000179211,0.009232765,0.416242626,-0.019128579,0.008510604,13.41727772,-25.01397578,27.79141244,12.92685562,56.71666747,-0.004337901,0.001286202,0,1,0.00047879,0.001231222,2.198794116,2.884987778
COSMOS_11436,early,0.87,2.24,-1.039159251,-1.025327597,1.852388709,0.667854858,1.830067528,-1.128524565,0,0,0,0.000255596,-0.00152846,0.000430776,-0.000869235,0.793959893,0.000343186,-0.001198848,12.89916547,-169.3088593,-51.84578069,2.945521003,10.30577652,-0.003584598,-0.001002876,0,0,0.000485903,0.001228165,2.145612143,2.645579075
COSMOS_11410,early,1.2373,2.16,-3.381875879,-3.072766639,1.740479177,0.779784186,1.480657092,1.385416674,0,0,0,0.004110893,0.000161338,0.001799219,-0.001577325,0.63982234,0.002955056,-0.000707994,11.12722094,18.57613382,2.647110404,7.20228559,23.69094439,0.000785067,0.000451984,0,0,0.000352073,0.001066034,2.713596305,5.419498511
COSMOS_11311,spiral,0.777,1.15,-2.116468145,-1.923820708,0.568087088,3.830200812,2.70040006,0.103718655,0,0,0,0.001331861,-0.017319233,-0.002474541,-0.040408245,0.361106588,-0.00057134,-0.028863739,12.17046023,218.509353,14.17258286,68.75002713,-56.09022961,0.002195161,0.017533632,0,1,0.000365628,0.001084665,2.649861429,5.092582359
COSMOS_11418,spiral,1.537,0.58,-3.884194548,-4.225279481,0.618899235,3.070792066,2.267105861,0.844964675,0,0,0,0.040289339,-0.021119293,0.025825422,0.028923299,0.39531245,0.03305738,0.003902003,8.140939106,35.40601829,-33.25164567,85.59078663,79.61674874,0.015846249,-0.003946798,0,1,0.000151481,0.000616875,3.839047125,12.79239043
COSMOS_11604,spiral,1.48,2.42,-1.661563589,-2.40813615,1.137782072,2.422161522,1.186609548,-0.672490713,0,0,0,0.006122486,0.010757752,0.005732721,0.001668577,0.395552222,0.005927604,0.006213165,8.641272445,7.15035658,14.19113315,-5.666767621,6.028690062,0.000242842,0.001481023,0,1,0.000160021,0.000665364,3.931917671,13.52498375
COSMOS_11627,early,0.81,2.2,-1.479829961,-1.963683334,1.50646917,1.047069622,1.250391918,-1.603354857,0,0,0,0.011481334,0.001016189,0.004488129,-0.005509563,0.630027834,0.007984731,-0.002246687,8.044209501,6.213079866,-2.839186006,1.837187766,-6.754736988,0.000744001,-0.000776296,0,0,0.000143365,0.000615353,4.078714878,14.72776244
COSMOS_11651,early,1.204,2.14,-1.636846604,-0.944165885,2.534274666,0.150283524,1.160929781,0.026291074,0,0,0,-0.014220108,-0.006245866,0.000382531,-0.008415376,0.446349307,-0.006918788,-0.007330621,10.61984652,-44.03772646,-32.65746893,6.480125497,15.21626846,-0.000765218,-0.00040931,0,0,0.000220712,0.000766363,3.193198149,8.231099867
COSMOS_11725,spiral,0.63,1.33,-0.854580885,-1.516432965,0.810447138,4.24573794,1.786495325,1.145562177,0,0,0,-0.007192658,0.006236704,0.003549521,-0.016101185,0.354913527,-0.001821568,-0.00493224,10.70110178,99.3365879,34.54831966,33.35704037,-81.86823588,0.00769354,-0.000187845,0,0,0.000316223,0.001018859,2.92794941,6.633478976
